Time,WH,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
2021/7/12 14:00,15004,1000.4,1010.0,32.0,25.6,69.0,2.8,350.0,7.3,330.0,0.0,0.0,0.5,2.07,15.0,5.0,9.0
2021/7/12 15:00,11156,999.9,1009.5,31.4,24.8,68.0,2.3,350.0,6.9,340.0,0.0,0.0,0.5,1.65,15.0,3.0,9.0
2021/7/12 16:00,4662,1000.1,1009.8,30.3,24.9,73.0,1.7,350.0,6.8,300.0,0.0,0.0,0.0,0.56,15.0,1.0,9.0
2021/7/12 17:00,2303,1000.3,1010.0,30.1,24.5,72.0,1.4,340.0,4.5,360.0,0.0,0.0,0.0,0.35,18.0,0.0,3.0
2021/7/13 06:00,3218,1000.5,1010.3,28.0,24.4,81.0,0.7,160.0,1.7,150.0,0.0,0.0,0.3,0.49,18.0,0.0,3.0
2021/7/13 07:00,7701,1000.8,1010.5,29.1,24.4,76.0,0.5,150.0,1.5,190.0,0.0,0.0,0.5,0.99,18.0,1.0,3.0
2021/7/13 08:00,11224,1001.1,1010.8,30.4,24.1,69.0,0.8,340.0,2.4,350.0,0.0,0.0,0.3,1.19,20.0,2.0,7.0
2021/7/13 09:00,17374,1000.9,1010.6,31.2,25.1,70.0,1.8,350.0,4.1,20.0,0.0,0.0,0.5,1.96,20.0,4.0,8.0
2021/7/13 10:00,15612,1000.5,1010.1,31.8,24.2,64.0,2.0,340.0,4.9,350.0,0.0,0.0,0.5,2.23,20.0,6.0,8.0
2021/7/13 11:00,14184,1000.2,1009.8,31.7,24.8,67.0,2.9,350.0,5.9,340.0,0.0,0.0,0.3,2.08,20.0,6.0,8.0
2021/7/13 12:00,10551,999.5,1009.1,32.1,24.7,65.0,1.9,280.0,5.9,350.0,0.0,0.0,0.4,2.27,20.0,6.0,8.0
2021/7/13 13:00,13305,999.0,1008.6,32.7,25.3,65.0,2.7,260.0,6.9,250.0,0.0,0.0,0.2,1.41,20.0,4.0,8.0
2021/7/13 14:00,19960,998.8,1008.4,32.1,24.5,64.0,2.4,260.0,6.7,250.0,0.0,0.0,0.6,2.52,20.0,5.0,9.0
2021/7/13 15:00,16545,999.0,1008.6,32.2,24.8,65.0,2.3,340.0,7.6,340.0,0.0,0.0,0.4,1.42,20.0,2.0,9.0
2021/7/13 16:00,8223,999.4,1009.1,30.9,24.6,69.0,2.2,270.0,6.7,250.0,0.0,0.0,0.2,1.01,20.0,1.0,9.0
2021/7/13 17:00,1498,1001.6,1011.5,24.4,22.5,89.0,2.2,180.0,10.6,180.0,6.0,0.5,0.1,0.29,20.0,0.0,8.0
2021/7/14 06:00,2362,1001.2,1011.0,25.6,23.3,87.0,0.2,0.0,1.3,160.0,0.0,0.0,0.0,0.36,20.0,0.0,8.0
2021/7/14 07:00,6583,1001.1,1010.9,27.9,23.3,76.0,0.7,170.0,1.4,190.0,0.0,0.0,0.1,0.88,20.0,1.0,8.0
2021/7/14 08:00,14091,1000.7,1010.4,29.9,23.1,67.0,1.3,30.0,3.9,30.0,0.0,0.0,0.9,1.89,20.0,3.0,3.0
2021/7/14 09:00,18360,1000.5,1010.2,31.4,23.3,62.0,2.0,340.0,4.7,310.0,0.0,0.0,0.8,2.37,20.0,6.0,8.0
2021/7/14 10:00,13968,1000.4,1010.1,31.0,23.7,65.0,1.7,350.0,5.8,290.0,0.0,0.0,0.3,1.99,20.0,6.0,8.0
2021/7/14 11:00,22300,999.8,1009.4,32.6,23.3,58.0,1.9,340.0,6.5,320.0,0.0,0.0,0.9,3.64,20.0,10.0,4.0
2021/7/14 12:00,23924,999.1,1008.7,33.0,22.8,55.0,2.1,360.0,6.4,360.0,0.0,0.0,0.8,3.33,20.0,10.0,4.0
2021/7/14 13:00,19085,998.7,1008.3,33.8,21.6,49.0,2.5,350.0,7.6,340.0,0.0,0.0,1.0,3.44,20.0,9.0,4.0
2021/7/14 14:00,16950,998.3,1007.9,33.3,22.1,52.0,2.7,340.0,7.0,360.0,0.0,0.0,1.0,2.93,20.0,7.0,9.0
2021/7/14 15:00,14265,997.9,1007.5,32.7,22.8,56.0,2.2,320.0,8.5,310.0,0.0,0.0,0.8,2.1,20.0,4.0,9.0
2021/7/14 16:00,6557,998.3,1007.9,31.7,23.0,60.0,2.2,340.0,7.9,360.0,0.0,0.0,0.4,1.02,20.0,1.0,9.0
2021/7/14 17:00,4001,998.5,1008.2,30.8,24.5,69.0,2.2,360.0,7.7,310.0,0.0,0.0,0.6,0.7,20.0,0.0,6.0
2021/7/15 06:00,2521,1000.3,1010.1,28.0,24.0,79.0,0.6,140.0,1.8,150.0,0.0,0.0,0.1,0.38,20.0,0.0,6.0
2021/7/15 07:00,5493,1000.7,1010.4,28.9,23.1,71.0,1.4,180.0,2.6,190.0,0.0,0.0,0.2,0.82,20.0,1.0,6.0
2021/7/15 08:00,11492,1000.6,1010.3,29.5,23.5,70.0,1.6,240.0,3.0,240.0,0.0,0.0,0.7,1.6,20.0,3.0,8.0
2021/7/15 09:00,15942,1000.4,1010.1,30.2,24.6,72.0,1.1,30.0,3.8,330.0,0.0,0.0,0.0,0.91,20.0,3.0,6.0
2021/7/15 10:00,12651,999.9,1009.5,31.5,24.1,65.0,1.1,330.0,4.9,260.0,0.0,0.0,0.2,1.64,20.0,5.0,6.0
2021/7/15 11:00,18811,999.3,1008.9,32.3,23.6,60.0,1.5,260.0,4.2,240.0,0.0,0.0,0.6,2.78,15.0,8.0,8.0
2021/7/15 12:00,22017,998.4,1008.0,32.1,24.7,65.0,2.0,280.0,4.6,250.0,0.0,0.0,0.3,1.84,15.0,6.0,8.0
2021/7/15 13:00,17312,998.2,1007.8,32.4,24.7,64.0,1.6,320.0,5.6,280.0,0.0,0.0,0.4,2.04,15.0,5.0,8.0
2021/7/15 14:00,17778,997.5,1007.1,32.3,23.8,61.0,2.4,350.0,5.4,350.0,0.0,0.0,0.3,1.84,12.0,4.0,10.0
2021/7/15 15:00,1914,998.0,1007.7,30.2,24.1,70.0,1.2,340.0,6.7,20.0,0.0,0.1,0.0,0.33,12.0,1.0,10.0
2021/7/15 16:00,270,998.8,1008.6,27.5,23.5,79.0,2.9,200.0,7.5,200.0,0.0,0.0,0.0,0.13,12.0,0.0,10.0
2021/7/15 17:00,365,999.9,1009.8,25.1,23.9,93.0,1.5,170.0,7.8,190.0,8.0,0.5,0.0,0.06,18.0,0.0,3.0
2021/7/16 06:00,3191,1000.2,1010.0,25.4,23.3,88.0,0.2,0.0,2.1,140.0,0.0,0.0,0.3,0.5,18.0,0.0,3.0
2021/7/16 07:00,8884,1000.0,1009.8,27.2,22.6,76.0,0.5,200.0,2.3,180.0,0.0,0.0,1.0,1.23,18.0,1.0,3.0
2021/7/16 08:00,14618,1000.2,1009.9,28.7,22.5,69.0,1.1,210.0,2.7,240.0,0.0,0.0,1.0,1.99,18.0,3.0,3.0
2021/7/16 09:00,18475,1000.3,1010.0,30.3,23.0,65.0,1.1,210.0,3.3,160.0,0.0,0.0,1.0,2.68,18.0,6.0,3.0
2021/7/16 10:00,21787,1000.2,1009.8,31.6,23.2,61.0,1.5,200.0,3.8,170.0,0.0,0.0,0.9,2.83,18.0,8.0,3.0
2021/7/16 11:00,22168,999.4,1009.0,32.6,21.5,52.0,1.3,300.0,4.1,270.0,0.0,0.0,1.0,3.65,12.0,10.0,8.0
2021/7/16 12:00,23708,998.7,1008.3,31.8,23.1,60.0,1.0,280.0,4.0,240.0,0.0,0.0,0.5,2.23,12.0,7.0,8.0
2021/7/16 13:00,17146,998.1,1007.7,30.9,24.3,68.0,1.6,320.0,6.5,250.0,0.0,0.0,0.0,0.65,12.0,2.0,8.0
2021/7/16 14:00,13308,998.4,1008.0,31.1,24.0,66.0,3.4,10.0,7.0,360.0,0.0,0.0,0.0,0.92,18.0,2.0,9.0
2021/7/16 15:00,2644,997.8,1007.6,26.6,23.1,81.0,1.3,80.0,9.1,70.0,0.0,0.6,0.0,0.45,18.0,1.0,9.0
2021/7/16 16:00,3056,998.5,1008.3,27.6,23.4,78.0,0.7,160.0,3.4,90.0,0.0,0.0,0.0,0.61,18.0,1.0,9.0
2021/7/16 17:00,2583,998.8,1008.6,26.7,23.4,82.0,1.2,180.0,4.6,200.0,0.0,0.0,0.0,0.41,15.0,0.0,2.0
2021/7/17 06:00,2833,997.1,1006.9,26.1,22.8,82.0,0.4,170.0,1.6,130.0,0.0,0.0,0.1,0.38,15.0,0.0,2.0
2021/7/17 07:00,7453,997.3,1007.1,27.2,22.4,75.0,0.4,140.0,1.9,200.0,0.0,0.0,0.7,1.1,15.0,1.0,2.0
2021/7/17 08:00,14341,997.4,1007.1,28.8,22.6,69.0,0.9,180.0,2.7,200.0,0.0,0.0,1.0,1.96,15.0,3.0,2.0
2021/7/17 09:00,18882,997.1,1006.8,29.8,22.5,65.0,0.8,200.0,3.2,210.0,0.0,0.0,0.9,2.43,18.0,5.0,5.0
2021/7/17 10:00,22276,996.6,1006.2,32.0,24.4,64.0,0.8,150.0,3.2,170.0,0.0,0.0,0.9,3.14,18.0,8.0,5.0
2021/7/17 11:00,25097,996.0,1005.6,31.5,22.5,59.0,1.3,260.0,4.0,190.0,0.0,0.0,0.6,2.57,12.0,6.0,7.0
2021/7/17 12:00,16043,995.3,1004.9,32.2,24.0,62.0,1.6,360.0,4.5,10.0,0.0,0.0,0.4,2.07,12.0,5.0,7.0
2021/7/17 13:00,12960,994.9,1004.5,32.8,24.0,60.0,1.6,310.0,5.7,350.0,0.0,0.0,0.2,1.37,12.0,3.0,7.0
2021/7/17 14:00,11113,994.5,1004.1,32.2,24.5,64.0,2.7,350.0,6.6,330.0,0.0,0.0,0.9,2.63,12.0,5.0,4.0
2021/7/17 15:00,8484,993.9,1003.5,32.0,24.1,63.0,2.1,340.0,7.5,340.0,0.0,0.0,0.8,1.95,12.0,3.0,4.0
2021/7/17 16:00,9042,993.9,1003.5,31.4,23.3,62.0,2.5,10.0,7.0,160.0,0.0,0.0,1.0,1.33,12.0,1.0,4.0
2021/7/17 17:00,4206,995.0,1004.6,30.7,23.6,66.0,1.3,20.0,6.2,360.0,0.0,0.0,0.8,0.65,20.0,0.0,5.0
2021/7/18 06:00,3285,995.3,1005.0,27.2,23.7,81.0,0.3,130.0,1.8,140.0,0.0,0.0,0.1,0.48,20.0,0.0,5.0
2021/7/18 07:00,7732,995.4,1005.1,28.0,24.0,79.0,0.2,0.0,2.1,210.0,0.0,0.0,0.6,0.88,20.0,1.0,5.0
2021/7/18 08:00,12652,995.6,1005.3,29.4,24.1,73.0,0.4,270.0,1.4,200.0,0.0,0.0,0.5,1.42,20.0,3.0,7.0
2021/7/18 09:00,16409,995.4,1005.0,30.1,23.8,69.0,0.3,150.0,1.9,240.0,0.0,0.0,0.2,1.44,20.0,3.0,9.0
2021/7/18 10:00,13176,995.2,1004.8,30.7,23.9,67.0,1.3,220.0,3.2,190.0,0.0,0.0,0.1,1.46,20.0,4.0,9.0
2021/7/18 11:00,10973,995.1,1004.7,31.1,23.5,64.0,1.5,260.0,4.1,220.0,0.0,0.0,0.1,1.51,15.0,4.0,9.0
2021/7/18 12:00,13471,994.6,1004.2,31.8,24.9,67.0,1.3,270.0,5.1,330.0,0.0,0.0,0.3,1.84,15.0,5.0,9.0
2021/7/18 13:00,16349,993.9,1003.5,31.4,24.0,65.0,1.7,330.0,4.1,340.0,0.0,0.0,0.1,1.2,15.0,3.0,9.0
2021/7/18 14:00,16162,993.8,1003.5,28.7,26.9,90.0,0.9,340.0,5.5,260.0,3.5,0.6,0.0,0.71,15.0,2.0,9.0
2021/7/18 15:00,12723,993.4,1003.0,30.6,24.3,69.0,2.1,340.0,5.8,340.0,0.0,0.0,0.1,1.16,15.0,2.0,9.0
2021/7/18 16:00,6354,993.3,1002.9,30.8,24.5,69.0,2.3,350.0,6.9,340.0,0.0,0.0,0.6,1.22,15.0,1.0,9.0
2021/7/18 17:00,3522,993.8,1003.5,28.6,25.2,82.0,1.4,140.0,5.9,10.0,0.0,0.0,0.2,0.63,20.0,0.0,7.0
2021/7/19 06:00,2566,995.6,1005.3,27.1,24.8,87.0,0.4,60.0,2.5,220.0,0.0,0.0,0.2,0.41,20.0,0.0,7.0
2021/7/19 07:00,8128,995.5,1005.2,28.6,24.6,79.0,0.5,20.0,2.0,10.0,0.0,0.0,0.9,1.19,20.0,1.0,7.0
2021/7/19 08:00,13631,995.6,1005.2,30.0,24.9,74.0,0.5,270.0,2.2,230.0,0.0,0.0,0.5,1.72,20.0,3.0,8.0
2021/7/19 09:00,13671,995.3,1004.9,30.8,24.2,68.0,1.3,200.0,3.1,240.0,0.0,0.0,0.7,2.0,20.0,4.0,8.0
2021/7/19 10:00,19279,995.1,1004.7,32.6,24.4,62.0,0.6,10.0,3.5,340.0,0.0,0.0,0.7,2.62,20.0,6.0,8.0
2021/7/19 11:00,18456,994.6,1004.1,32.9,24.1,60.0,1.6,230.0,4.8,180.0,0.0,0.0,0.4,2.03,8.0,6.0,10.0
2021/7/19 12:00,19273,993.9,1003.5,32.3,25.2,66.0,2.7,330.0,6.7,320.0,0.0,0.0,0.3,1.79,8.0,5.0,10.0
2021/7/19 13:00,3535,993.4,1003.0,32.2,25.6,68.0,2.0,340.0,5.4,10.0,2.5,0.1,0.3,1.81,8.0,4.0,10.0
2021/7/19 14:00,2691,994.4,1004.1,27.7,24.6,83.0,3.1,90.0,9.1,90.0,2.5,0.3,0.0,0.27,20.0,1.0,9.0
2021/7/19 15:00,4298,993.7,1003.5,25.8,24.6,93.0,1.0,60.0,9.6,70.0,2.5,0.8,0.0,0.5,20.0,1.0,9.0
2021/7/19 16:00,9582,993.4,1003.1,27.3,24.4,84.0,0.7,60.0,3.1,100.0,0.0,0.3,0.6,1.34,20.0,1.0,9.0
2021/7/19 17:00,2432,993.1,1002.8,26.7,24.9,90.0,1.0,180.0,2.5,160.0,0.0,0.0,0.0,0.33,15.0,0.0,7.0
2021/7/20 06:00,1698,995.9,1005.7,26.0,22.9,83.0,0.4,90.0,2.4,110.0,0.0,0.0,0.0,0.23,15.0,0.0,7.0
2021/7/20 07:00,5072,995.8,1005.5,27.1,23.8,82.0,0.3,100.0,2.6,80.0,0.0,0.0,0.0,0.61,15.0,1.0,7.0
2021/7/20 08:00,12039,995.8,1005.5,29.3,23.3,70.0,1.4,30.0,2.9,10.0,0.0,0.0,0.6,1.39,12.0,2.0,7.0
2021/7/20 09:00,11601,995.7,1005.4,29.9,24.3,72.0,1.6,360.0,4.7,340.0,0.0,0.0,0.1,1.28,15.0,3.0,8.0
2021/7/20 10:00,13954,995.3,1004.9,30.7,24.4,69.0,1.3,330.0,4.7,10.0,0.0,0.0,0.2,1.52,15.0,4.0,8.0
2021/7/20 11:00,8286,995.0,1004.6,30.0,24.4,72.0,1.9,350.0,5.4,360.0,0.0,0.0,0.2,1.09,12.0,3.0,6.0
2021/7/20 12:00,5059,994.7,1004.4,29.4,25.4,79.0,0.7,150.0,3.2,290.0,0.0,0.0,0.0,0.93,12.0,3.0,6.0
2021/7/20 13:00,5681,993.9,1003.5,31.3,24.2,66.0,1.3,180.0,3.3,130.0,0.0,0.0,0.6,2.38,12.0,6.0,6.0
2021/7/20 14:00,16492,993.1,1002.7,31.6,25.2,69.0,1.5,200.0,4.1,280.0,0.0,0.0,0.4,1.68,12.0,4.0,7.0
2021/7/20 15:00,9773,992.7,1002.3,30.1,25.9,78.0,1.5,280.0,6.0,360.0,0.0,0.0,0.1,0.51,12.0,1.0,7.0
2021/7/20 16:00,5394,992.7,1002.3,31.5,26.3,74.0,1.4,350.0,5.9,350.0,0.0,0.0,0.8,1.03,12.0,1.0,7.0
2021/7/20 17:00,4571,992.7,1002.3,31.4,25.8,72.0,1.7,360.0,4.8,340.0,0.0,0.0,0.8,0.74,20.0,0.0,0.0
2021/7/21 06:00,3553,993.0,1002.7,26.7,24.0,85.0,0.6,160.0,2.2,160.0,0.0,0.0,0.3,0.42,20.0,0.0,0.0
2021/7/21 07:00,9361,993.1,1002.8,28.2,24.0,78.0,0.7,230.0,2.3,100.0,0.0,0.0,1.0,1.24,20.0,1.0,0.0
2021/7/21 08:00,14511,993.2,1002.8,29.8,24.2,72.0,0.7,150.0,2.1,150.0,0.0,0.0,1.0,2.05,20.0,3.0,6.0
2021/7/21 09:00,16571,993.2,1002.8,30.3,23.8,68.0,1.2,230.0,3.6,240.0,0.0,0.0,0.2,1.43,15.0,3.0,4.0
2021/7/21 10:00,15839,992.6,1002.1,32.2,24.0,62.0,0.8,190.0,3.9,240.0,0.0,0.0,0.8,2.91,15.0,7.0,4.0
2021/7/21 11:00,24141,991.7,1001.3,31.9,22.9,59.0,1.1,270.0,3.6,210.0,0.0,0.0,0.5,2.29,15.0,6.0,9.0
2021/7/21 12:00,23701,991.1,1000.6,33.4,23.7,57.0,0.8,110.0,3.4,170.0,0.0,0.0,0.2,1.53,15.0,4.0,9.0
2021/7/21 13:00,7722,990.6,1000.1,33.5,22.9,54.0,3.2,20.0,8.7,30.0,0.0,0.0,0.3,1.73,15.0,4.0,9.0
2021/7/21 14:00,14705,989.8,999.3,33.8,22.6,52.0,3.7,20.0,11.0,20.0,0.0,0.0,0.8,2.42,15.0,5.0,7.0
2021/7/21 15:00,14618,989.8,999.3,32.8,23.2,57.0,4.9,20.0,13.5,20.0,0.0,0.0,0.9,2.0,15.0,3.0,7.0
2021/7/21 16:00,10184,989.5,999.0,31.5,22.3,58.0,3.8,10.0,14.0,10.0,0.0,0.0,1.0,1.6,15.0,2.0,7.0
2021/7/21 17:00,4180,989.7,999.3,30.6,22.8,63.0,3.8,30.0,12.5,20.0,0.0,0.0,1.0,0.69,12.0,0.0,10.0
2021/7/22 06:00,2098,988.1,997.8,25.4,25.1,98.0,0.8,80.0,2.4,100.0,0.0,0.0,0.0,0.36,12.0,0.0,10.0
2021/7/22 07:00,4976,987.7,997.4,27.4,25.6,90.0,2.0,20.0,7.9,30.0,0.0,0.0,0.2,0.64,12.0,1.0,10.0
2021/7/22 08:00,4495,987.5,997.2,27.5,25.3,88.0,2.8,20.0,10.0,30.0,0.0,0.2,0.0,0.58,10.0,1.0,10.0
2021/7/22 09:00,9721,986.9,996.5,28.9,25.5,82.0,2.9,20.0,9.4,10.0,0.0,0.2,0.2,1.15,15.0,3.0,10.0
2021/7/22 10:00,14353,986.6,996.2,29.0,24.8,78.0,2.6,20.0,10.2,40.0,0.0,0.0,0.4,1.75,15.0,5.0,10.0
2021/7/22 11:00,8153,985.9,995.5,30.0,25.8,78.0,2.8,10.0,8.7,10.0,0.0,0.0,0.0,1.33,15.0,4.0,7.0
2021/7/22 12:00,12285,985.2,994.7,30.2,25.5,76.0,3.2,20.0,11.7,350.0,0.0,0.0,0.3,2.29,15.0,7.0,7.0
2021/7/22 13:00,11114,984.9,994.4,31.3,25.7,72.0,4.5,20.0,11.2,10.0,0.0,0.0,0.3,2.05,15.0,6.0,7.0
2021/7/22 14:00,17830,984.5,994.0,31.2,25.6,72.0,4.6,10.0,12.1,350.0,0.0,0.0,0.9,2.77,15.0,7.0,9.0
2021/7/22 15:00,16586,984.3,993.8,31.1,24.8,69.0,3.8,10.0,12.4,20.0,0.0,0.0,0.9,2.36,15.0,4.0,9.0
2021/7/22 16:00,10587,984.2,993.8,29.2,25.4,80.0,3.1,20.0,12.1,290.0,0.0,0.2,0.6,1.38,15.0,2.0,9.0
2021/7/22 17:00,4460,984.6,994.2,28.4,24.6,80.0,2.8,20.0,12.3,330.0,0.0,0.1,0.3,0.56,20.0,0.0,8.0
2021/7/23 06:00,1923,985.0,994.6,27.0,25.6,92.0,1.6,10.0,5.9,350.0,0.0,0.1,0.0,0.26,20.0,0.0,8.0
2021/7/23 07:00,3688,984.9,994.5,27.7,25.3,87.0,3.3,20.0,8.3,350.0,0.0,0.0,0.0,0.46,20.0,1.0,8.0
2021/7/23 08:00,8163,984.3,993.9,28.1,25.7,87.0,3.2,10.0,10.9,340.0,1.5,0.5,0.1,1.02,10.0,2.0,10.0
2021/7/23 09:00,11942,984.6,994.2,28.3,25.9,87.0,3.6,10.0,12.4,20.0,1.5,0.8,0.2,1.47,20.0,4.0,6.0
2021/7/23 10:00,20390,984.5,994.1,29.4,25.6,80.0,4.2,10.0,12.5,20.0,0.5,0.3,0.7,2.66,20.0,8.0,6.0
2021/7/23 11:00,20752,984.1,993.7,28.6,26.6,89.0,3.2,10.0,10.7,360.0,0.5,0.8,0.5,2.61,18.0,8.0,8.0
2021/7/23 12:00,12012,983.7,993.3,29.4,25.8,81.0,3.0,20.0,13.2,10.0,0.5,0.6,0.1,1.65,18.0,6.0,8.0
2021/7/23 13:00,10888,983.3,992.8,29.6,25.8,80.0,3.0,10.0,15.3,40.0,1.0,0.3,0.1,1.42,18.0,5.0,8.0
2021/7/23 14:00,10128,983.2,992.7,30.0,25.3,76.0,4.9,360.0,12.5,360.0,1.0,0.2,0.2,1.5,20.0,4.0,10.0
2021/7/23 15:00,10912,982.9,992.5,28.5,25.9,86.0,4.0,10.0,12.2,350.0,1.0,0.3,0.3,1.33,20.0,3.0,10.0
2021/7/23 16:00,6265,983.0,992.6,27.9,24.6,82.0,4.2,360.0,12.0,350.0,1.0,1.0,0.1,0.62,20.0,1.0,10.0
2021/7/23 17:00,3546,983.2,992.8,27.2,24.9,87.0,3.7,10.0,12.2,330.0,0.5,0.6,0.2,0.42,2.2,0.0,10.0
2021/7/24 06:00,1403,986.8,996.5,26.7,24.4,87.0,1.1,340.0,4.3,360.0,0.0,0.0,0.0,0.2,2.2,0.0,10.0
2021/7/24 07:00,1776,987.0,996.7,25.4,24.0,92.0,3.0,340.0,9.3,330.0,2.0,0.9,0.0,0.25,2.2,0.0,10.0
2021/7/24 08:00,5105,987.5,997.2,26.5,24.9,91.0,1.5,10.0,4.9,350.0,0.5,0.3,0.0,0.87,15.0,2.0,10.0
2021/7/24 09:00,4938,987.7,997.4,26.4,25.2,93.0,1.0,20.0,4.1,10.0,0.5,0.3,0.0,0.69,15.0,2.0,8.0
2021/7/24 10:00,11748,987.2,996.8,28.6,24.0,76.0,2.2,340.0,5.3,330.0,0.5,0.3,0.2,1.98,15.0,6.0,8.0
2021/7/24 11:00,10006,987.0,996.6,29.7,23.7,70.0,2.8,340.0,7.4,350.0,0.0,0.0,0.0,1.49,20.0,5.0,8.0
2021/7/24 12:00,8909,986.9,996.5,29.8,23.3,68.0,2.3,330.0,7.0,350.0,0.0,0.0,0.0,1.46,20.0,5.0,8.0
2021/7/24 13:00,9255,986.6,996.1,30.4,23.4,66.0,1.2,340.0,6.4,360.0,0.0,0.0,0.2,1.76,20.0,5.0,8.0
2021/7/24 14:00,9989,986.6,996.2,29.9,24.1,71.0,1.3,60.0,5.5,360.0,0.0,0.0,0.1,1.45,20.0,4.0,6.0
2021/7/24 15:00,5130,986.4,996.0,29.4,24.5,75.0,0.6,160.0,3.8,90.0,0.0,0.0,0.0,0.67,20.0,2.0,6.0
2021/7/24 16:00,5013,986.3,995.9,29.8,24.0,71.0,1.0,180.0,3.6,190.0,0.0,0.0,0.4,0.67,20.0,1.0,6.0
2021/7/24 17:00,3908,986.5,996.1,29.2,24.3,75.0,1.0,160.0,3.3,200.0,0.0,0.0,0.6,0.49,15.0,0.0,9.0
2021/7/25 06:00,2026,989.1,998.8,26.3,25.1,93.0,0.5,160.0,3.3,160.0,0.0,0.0,0.0,0.28,15.0,0.0,9.0
2021/7/25 07:00,4803,989.3,999.0,27.8,24.7,83.0,1.6,220.0,4.1,180.0,0.0,0.0,0.0,0.54,15.0,1.0,9.0
2021/7/25 08:00,11096,989.4,999.0,29.9,23.9,70.0,1.9,190.0,6.4,160.0,0.0,0.0,0.4,1.27,18.0,3.0,4.0
2021/7/25 09:00,14244,989.1,998.7,30.6,24.3,69.0,3.2,200.0,7.9,180.0,0.0,0.0,0.4,1.99,15.0,5.0,4.0
2021/7/25 10:00,18939,988.8,998.3,31.8,24.7,66.0,2.5,200.0,7.4,190.0,0.0,0.0,0.3,2.12,15.0,6.0,4.0
2021/7/25 11:00,17340,988.2,997.7,33.3,25.3,63.0,3.2,190.0,8.9,180.0,0.0,0.0,0.6,2.74,15.0,8.0,7.0
2021/7/25 12:00,19769,987.8,997.3,33.1,24.9,62.0,3.3,210.0,8.6,240.0,0.0,0.0,0.7,2.72,15.0,8.0,7.0
2021/7/25 13:00,15766,987.3,996.8,33.3,25.3,63.0,3.1,200.0,7.5,200.0,0.0,0.0,0.6,2.39,15.0,7.0,7.0
2021/7/25 14:00,13574,987.2,996.7,33.4,25.9,65.0,3.4,220.0,8.1,240.0,0.0,0.0,0.6,2.0,12.0,5.0,6.0
2021/7/25 15:00,11896,987.0,996.5,33.5,26.0,65.0,2.4,220.0,9.1,200.0,0.0,0.0,0.8,1.84,12.0,3.0,6.0
2021/7/25 16:00,9283,987.3,996.8,32.0,25.6,69.0,3.3,210.0,9.6,200.0,0.0,0.0,0.6,0.95,12.0,1.0,6.0
2021/7/25 17:00,3769,987.8,997.3,31.3,25.4,71.0,2.2,200.0,8.5,220.0,0.0,0.0,0.5,0.52,12.0,0.0,10.0
2021/7/26 06:00,1486,989.4,999.1,27.6,26.0,91.0,1.7,160.0,6.2,180.0,0.0,0.0,0.0,0.16,12.0,0.0,10.0
2021/7/26 07:00,2465,989.2,998.9,27.9,25.9,89.0,2.1,190.0,6.7,200.0,0.0,0.0,0.0,0.35,12.0,0.0,10.0
2021/7/26 08:00,4758,989.3,998.9,29.1,25.9,83.0,2.9,200.0,6.9,180.0,0.0,0.0,0.1,0.74,12.0,1.0,9.0
2021/7/26 09:00,6268,989.3,998.9,29.2,25.8,82.0,2.0,180.0,7.0,180.0,0.0,0.0,0.0,0.71,12.0,2.0,10.0
2021/7/26 10:00,6739,989.3,999.0,27.5,26.5,94.0,1.0,160.0,10.7,220.0,12.5,0.5,0.0,0.48,12.0,2.0,10.0
2021/7/26 11:00,6465,988.9,998.6,27.9,26.8,94.0,0.9,130.0,8.2,190.0,1.0,0.4,0.0,0.69,20.0,3.0,3.0
2021/7/26 12:00,7503,988.0,997.6,29.0,27.2,90.0,1.8,200.0,5.3,220.0,1.0,0.8,0.1,1.19,20.0,4.0,3.0
2021/7/26 13:00,12552,987.4,996.9,31.5,26.8,76.0,2.8,210.0,7.3,200.0,0.0,0.0,1.0,3.29,20.0,8.0,3.0
2021/7/26 14:00,19114,986.9,996.4,32.4,26.2,70.0,2.4,200.0,8.1,240.0,0.0,0.0,1.0,3.01,18.0,6.0,6.0
2021/7/26 15:00,14639,986.8,996.3,32.4,26.0,69.0,1.8,210.0,8.0,220.0,0.0,0.0,0.6,1.74,18.0,3.0,6.0
2021/7/26 16:00,7287,987.0,996.5,31.3,25.7,72.0,2.2,200.0,6.0,240.0,0.0,0.0,0.2,0.7,18.0,1.0,6.0
2021/7/26 17:00,3549,987.5,997.0,30.8,25.9,75.0,2.1,220.0,6.4,230.0,0.0,0.0,0.0,0.37,15.0,0.0,9.0
2021/7/27 06:00,1474,988.8,998.4,28.4,24.0,77.0,1.3,180.0,3.4,190.0,0.0,0.0,0.0,0.22,15.0,0.0,9.0
2021/7/27 07:00,3815,988.7,998.3,28.2,24.4,80.0,1.7,200.0,4.3,210.0,0.0,0.0,0.0,0.47,15.0,1.0,9.0
2021/7/27 08:00,10454,988.4,998.0,29.9,24.5,73.0,2.0,180.0,5.0,180.0,0.0,0.0,0.4,1.26,15.0,3.0,4.0
2021/7/27 09:00,19762,988.2,997.7,31.1,24.5,68.0,2.4,190.0,6.6,210.0,0.0,0.0,1.0,2.76,15.0,6.0,4.0
