Time,WH,Temperature,RH,GloblRad,UVI,Partly Cloudy,Sunny
2021/10/18 12:00,20193.0,28.4,55.0,3.01,7.0,0,0
2021/10/18 13:00,19410.0,28.8,53.0,2.66,6.0,0,0
2021/10/18 14:00,15145.0,28.0,53.0,2.07,3.0,0,1
2021/10/18 15:00,9474.0,27.6,54.0,1.32,1.0,0,1
2021/10/18 16:00,3471.0,26.4,58.0,0.5,0.0,0,1
2021/10/18 17:00,206.0,25.3,63.0,0.03,0.0,0,1
2021/10/19 06:00,963.0,22.2,82.0,0.11,0.0,1,0
2021/10/19 07:00,6620.0,24.0,72.0,0.88,1.0,0,1
2021/10/19 08:00,13167.0,25.9,63.0,1.72,3.0,0,1
2021/10/19 09:00,17763.0,27.9,60.0,2.38,5.0,0,0
2021/10/19 10:00,20303.0,28.1,59.0,2.86,7.0,0,0
2021/10/19 11:00,22251.0,28.8,54.0,3.09,8.0,0,0
2021/10/19 12:00,16580.0,29.2,54.0,2.98,8.0,0,0
2021/10/19 13:00,19320.0,30.0,52.0,2.65,6.0,0,0
2021/10/19 14:00,14943.0,29.3,52.0,2.06,3.0,0,1
2021/10/19 15:00,9551.0,28.9,54.0,1.32,1.0,0,1
2021/10/19 16:00,3423.0,26.7,65.0,0.52,0.0,0,1
2021/10/19 17:00,207.0,25.7,68.0,0.03,0.0,0,1
2021/10/20 06:00,1045.0,23.6,78.0,0.15,0.0,1,0
2021/10/20 07:00,6480.0,25.3,72.0,0.86,1.0,0,1
2021/10/20 08:00,10979.0,26.6,67.0,1.33,2.0,0,1
2021/10/20 09:00,16544.0,27.3,65.0,2.0,4.0,0,1
2021/10/20 10:00,20175.0,28.0,64.0,1.63,5.0,0,0
2021/10/20 11:00,16416.0,29.4,58.0,2.13,5.0,0,0
2021/10/20 12:00,13153.0,28.3,63.0,1.89,5.0,0,0
2021/10/20 13:00,17497.0,29.1,60.0,1.9,4.0,0,1
2021/10/20 14:00,10361.0,28.9,58.0,1.48,2.0,0,1
2021/10/20 15:00,7463.0,28.5,63.0,0.93,1.0,0,1
2021/10/20 16:00,1239.0,26.7,71.0,0.27,0.0,0,1
2021/10/20 17:00,0.0,25.9,76.0,0.01,0.0,1,0
2021/10/21 06:00,1274.0,24.7,81.0,0.12,0.0,1,0
2021/10/21 07:00,5848.0,25.4,79.0,0.79,1.0,1,0
2021/10/21 08:00,10634.0,26.6,72.0,1.35,2.0,0,1
2021/10/21 09:00,17767.0,27.0,69.0,2.36,5.0,0,1
2021/10/21 10:00,19607.0,27.2,67.0,2.62,7.0,0,0
2021/10/21 11:00,20552.0,27.1,67.0,3.05,8.0,0,0
2021/10/21 12:00,21888.0,27.5,65.0,3.09,8.0,0,0
2021/10/21 13:00,19867.0,27.0,66.0,2.43,6.0,0,0
2021/10/21 14:00,14721.0,26.9,64.0,2.11,4.0,0,1
2021/10/21 15:00,10126.0,25.8,68.0,1.36,1.0,0,1
2021/10/21 16:00,3691.0,24.8,69.0,0.52,0.0,0,1
2021/10/21 17:00,213.0,23.5,74.0,0.02,0.0,1,0
2021/10/22 06:00,460.0,21.9,75.0,0.08,0.0,1,0
2021/10/22 07:00,1599.0,22.0,75.0,0.18,0.0,1,0
2021/10/22 08:00,1775.0,22.4,73.0,0.24,1.0,1,0
2021/10/22 09:00,3833.0,22.7,73.0,0.53,2.0,1,0
2021/10/22 10:00,3755.0,22.8,73.0,0.38,1.0,1,0
2021/10/22 11:00,4590.0,22.5,76.0,0.54,2.0,1,0
2021/10/22 12:00,5719.0,22.9,78.0,0.74,2.0,1,0
2021/10/22 13:00,8947.0,23.7,72.0,1.13,3.0,0,1
2021/10/22 14:00,7655.0,23.4,72.0,0.8,2.0,0,1
2021/10/22 15:00,5832.0,23.3,72.0,0.87,1.0,1,0
2021/10/22 16:00,1180.0,22.3,74.0,0.17,0.0,1,0
2021/10/22 17:00,27.0,21.9,74.0,0.01,0.0,1,0
2021/10/23 06:00,396.0,22.0,81.0,0.09,0.0,1,0
2021/10/23 07:00,1625.0,23.0,80.0,0.23,0.0,1,0
2021/10/23 08:00,4795.0,24.6,76.0,0.65,1.0,1,0
2021/10/23 09:00,8232.0,25.7,68.0,1.07,3.0,0,1
2021/10/23 10:00,16394.0,27.7,63.0,2.66,6.0,0,0
2021/10/23 11:00,19124.0,27.8,61.0,2.42,6.0,0,0
2021/10/23 12:00,13409.0,29.0,57.0,1.69,4.0,0,1
2021/10/23 13:00,16075.0,29.3,56.0,2.39,5.0,0,0
2021/10/23 14:00,14437.0,29.4,57.0,2.03,3.0,0,1
2021/10/23 15:00,9202.0,27.5,60.0,1.13,1.0,0,1
2021/10/23 16:00,2254.0,26.6,64.0,0.26,0.0,0,1
2021/10/23 17:00,240.0,25.4,69.0,0.03,0.0,0,1
2021/10/24 06:00,335.0,22.6,84.0,0.05,0.0,1,0
2021/10/24 07:00,2277.0,22.5,87.0,0.35,0.0,1,0
2021/10/24 08:00,4084.0,23.2,83.0,0.54,1.0,1,0
2021/10/24 09:00,4907.0,23.8,79.0,0.63,2.0,1,0
2021/10/24 10:00,6219.0,23.9,81.0,0.72,2.0,1,0
2021/10/24 11:00,5566.0,24.5,82.0,0.7,2.0,1,0
2021/10/24 12:00,8931.0,25.3,77.0,1.26,4.0,0,1
2021/10/24 13:00,14964.0,25.0,75.0,2.07,5.0,0,1
2021/10/24 14:00,14652.0,25.9,68.0,2.05,3.0,0,1
2021/10/24 15:00,10107.0,24.0,73.0,1.24,1.0,1,0
2021/10/24 16:00,4355.0,23.4,76.0,0.4,0.0,1,0
2021/10/24 17:00,179.0,22.5,80.0,0.02,0.0,1,0
2021/10/25 06:00,1191.0,22.1,80.0,0.17,0.0,1,0
2021/10/25 07:00,7070.0,23.4,75.0,0.93,1.0,1,0
2021/10/25 08:00,12703.0,25.0,70.0,1.68,2.0,0,1
2021/10/25 09:00,17913.0,26.7,63.0,2.35,4.0,0,1
2021/10/25 10:00,20724.0,27.7,60.0,2.78,6.0,0,0
2021/10/25 11:00,21779.0,28.5,55.0,3.04,7.0,0,0
2021/10/25 12:00,21218.0,28.5,57.0,2.97,7.0,0,0
2021/10/25 13:00,18836.0,28.5,58.0,2.59,5.0,0,0
2021/10/25 14:00,14878.0,27.8,59.0,2.01,3.0,0,1
2021/10/25 15:00,9329.0,26.8,61.0,1.27,1.0,0,1
2021/10/25 16:00,3218.0,25.7,66.0,0.48,0.0,0,1
2021/10/25 17:00,146.0,24.8,69.0,0.02,0.0,0,1
2021/10/26 06:00,690.0,23.9,80.0,0.12,0.0,1,0
2021/10/26 07:00,4667.0,24.9,75.0,0.65,1.0,1,0
2021/10/26 08:00,8728.0,26.4,68.0,1.07,2.0,0,1
2021/10/26 09:00,10981.0,27.5,65.0,1.53,3.0,0,1
2021/10/26 10:00,14682.0,28.8,58.0,1.78,5.0,0,0
2021/10/26 11:00,14947.0,29.2,59.0,1.85,5.0,0,0
2021/10/26 12:00,16113.0,30.6,53.0,2.23,5.0,0,0
2021/10/26 13:00,17797.0,31.5,47.0,2.63,5.0,0,0
2021/10/26 14:00,14529.0,31.3,46.0,2.02,3.0,0,0
2021/10/26 15:00,9153.0,30.2,51.0,1.28,1.0,0,1
2021/10/26 16:00,3107.0,28.8,61.0,0.47,0.0,0,1
2021/10/26 17:00,111.0,27.6,66.0,0.02,0.0,0,1
2021/10/27 06:00,1260.0,22.9,78.0,0.13,0.0,1,0
2021/10/27 07:00,3454.0,23.6,76.0,0.45,1.0,1,0
2021/10/27 08:00,11652.0,25.5,70.0,1.68,2.0,0,1
2021/10/27 09:00,17280.0,27.4,62.0,2.32,4.0,0,1
2021/10/27 10:00,20259.0,29.0,55.0,2.81,6.0,0,0
2021/10/27 11:00,21618.0,30.3,49.0,3.1,7.0,0,0
2021/10/27 12:00,21002.0,30.3,48.0,2.98,7.0,0,0
2021/10/27 13:00,18564.0,30.9,41.0,2.58,5.0,0,0
2021/10/27 14:00,14617.0,31.1,44.0,2.01,3.0,0,0
2021/10/27 15:00,9100.0,28.4,56.0,1.25,1.0,0,1
2021/10/27 16:00,3074.0,27.1,60.0,0.46,0.0,0,1
2021/10/27 17:00,105.0,26.1,62.0,0.01,0.0,0,1
2021/10/28 06:00,960.0,22.5,74.0,0.13,0.0,1,0
2021/10/28 07:00,4229.0,24.0,68.0,0.63,1.0,0,1
2021/10/28 08:00,11844.0,26.1,62.0,1.56,2.0,0,1
2021/10/28 09:00,16719.0,27.7,56.0,2.22,4.0,0,1
2021/10/28 10:00,19711.0,28.4,53.0,2.69,6.0,0,0
2021/10/28 11:00,20866.0,29.6,48.0,3.0,7.0,0,0
2021/10/28 12:00,20429.0,29.2,47.0,2.88,6.0,0,0
2021/10/28 13:00,18057.0,29.2,46.0,2.45,5.0,0,0
2021/10/28 14:00,13545.0,28.7,46.0,1.93,3.0,0,1
2021/10/28 15:00,8432.0,28.2,49.0,1.16,1.0,0,1
2021/10/28 16:00,2781.0,27.1,52.0,0.41,0.0,0,1
2021/10/28 17:00,115.0,25.9,55.0,0.01,0.0,0,1
2021/10/29 06:00,1074.0,21.5,69.0,0.13,0.0,1,0
2021/10/29 07:00,5997.0,22.4,66.0,0.79,1.0,0,1
2021/10/29 08:00,11636.0,23.7,65.0,1.21,2.0,0,1
2021/10/29 09:00,13029.0,24.9,62.0,1.92,3.0,0,1
2021/10/29 10:00,18744.0,26.2,57.0,2.42,5.0,0,0
2021/10/29 11:00,16354.0,28.1,57.0,2.44,6.0,0,0
2021/10/29 12:00,18668.0,28.0,51.0,2.42,5.0,0,0
2021/10/29 13:00,17612.0,27.6,52.0,1.41,4.0,0,1
2021/10/29 14:00,10274.0,27.3,51.0,1.84,3.0,0,1
2021/10/29 15:00,7829.0,26.3,54.0,0.95,1.0,0,1
2021/10/29 16:00,2541.0,24.9,59.0,0.34,0.0,0,1
2021/10/29 17:00,75.0,23.8,62.0,0.01,0.0,0,1
2021/10/30 06:00,81.0,22.5,70.0,0.02,0.0,1,0
2021/10/30 07:00,1687.0,22.9,71.0,0.28,0.0,1,0
2021/10/30 08:00,6129.0,24.2,66.0,0.7,1.0,0,1
2021/10/30 09:00,9830.0,24.8,65.0,1.44,3.0,0,1
2021/10/30 10:00,12053.0,25.8,62.0,2.0,5.0,0,1
2021/10/30 11:00,17470.0,27.4,57.0,2.71,6.0,0,0
2021/10/30 12:00,20642.0,27.8,55.0,2.88,7.0,0,0
2021/10/30 13:00,17295.0,27.9,52.0,2.43,5.0,0,0
2021/10/30 14:00,12335.0,28.5,53.0,1.75,3.0,0,1
2021/10/30 15:00,6486.0,26.4,59.0,0.91,1.0,0,1
2021/10/30 16:00,1502.0,25.7,60.0,0.18,0.0,0,1
2021/10/30 17:00,19.0,25.0,63.0,0.0,0.0,0,1
2021/10/31 06:00,1083.0,21.7,73.0,0.1,0.0,1,0
2021/10/31 07:00,6513.0,22.9,68.0,0.82,1.0,0,1
2021/10/31 08:00,12581.0,24.7,64.0,1.6,2.0,0,1
2021/10/31 09:00,17084.0,26.6,59.0,2.25,4.0,0,1
2021/10/31 10:00,19951.0,28.0,52.0,2.74,6.0,0,0
2021/10/31 11:00,21081.0,28.8,53.0,3.02,7.0,0,0
2021/10/31 12:00,20525.0,29.0,56.0,2.87,6.0,0,0
2021/10/31 13:00,17998.0,29.1,56.0,2.44,5.0,0,0
2021/10/31 14:00,14016.0,27.7,63.0,1.92,3.0,0,1
2021/10/31 15:00,8521.0,26.8,67.0,1.12,1.0,0,1
2021/10/31 16:00,2680.0,25.4,73.0,0.38,0.0,0,1
2021/10/31 17:00,72.0,24.9,74.0,0.01,0.0,1,0
2021/11/1 06:00,354.0,23.1,83.0,0.08,0.0,1,0
2021/11/1 07:00,3175.0,23.8,82.0,0.42,0.0,1,0
2021/11/1 08:00,6312.0,24.7,78.0,0.88,2.0,1,0
2021/11/1 09:00,12722.0,26.5,67.0,1.61,3.0,0,1
2021/11/1 10:00,17681.0,28.3,65.0,2.39,5.0,0,0
2021/11/1 11:00,17834.0,28.3,59.0,2.35,6.0,0,0
2021/11/1 12:00,13765.0,29.4,55.0,2.26,5.0,0,0
2021/11/1 13:00,18217.0,29.5,56.0,2.36,5.0,0,0
2021/11/1 14:00,13685.0,29.6,55.0,1.87,3.0,0,1
2021/11/1 15:00,8416.0,28.4,58.0,0.83,1.0,0,1
2021/11/1 16:00,2313.0,26.9,62.0,0.29,0.0,0,1
2021/11/1 17:00,64.0,25.7,67.0,0.01,0.0,0,1
2021/11/2 06:00,364.0,21.7,78.0,0.09,0.0,1,0
2021/11/2 07:00,3766.0,22.7,72.0,0.43,0.0,1,0
2021/11/2 08:00,7484.0,24.3,67.0,0.72,1.0,0,1
2021/11/2 09:00,13241.0,25.7,64.0,1.53,3.0,0,1
2021/11/2 10:00,17252.0,27.3,63.0,2.02,5.0,0,0
2021/11/2 11:00,21218.0,29.1,57.0,2.93,7.0,0,0
2021/11/2 12:00,17314.0,28.7,57.0,2.55,6.0,0,0
2021/11/2 13:00,16257.0,28.4,58.0,2.1,5.0,0,0
2021/11/2 14:00,11921.0,28.0,59.0,1.44,2.0,0,1
2021/11/2 15:00,8439.0,27.7,59.0,1.2,1.0,0,1
2021/11/2 16:00,2448.0,26.9,63.0,0.36,0.0,0,1
2021/11/2 17:00,84.0,25.1,70.0,0.01,0.0,0,1
2021/11/3 06:00,405.0,22.8,84.0,0.08,0.0,1,0
2021/11/3 07:00,3181.0,24.0,79.0,0.37,0.0,1,0
2021/11/3 08:00,6077.0,25.0,72.0,0.73,1.0,0,1
2021/11/3 09:00,7436.0,25.7,71.0,0.97,2.0,0,1
2021/11/3 10:00,14570.0,27.3,67.0,1.86,5.0,0,1
2021/11/3 11:00,12550.0,28.0,66.0,1.58,4.0,0,1
2021/11/3 12:00,11673.0,28.5,61.0,1.94,5.0,0,0
2021/11/3 13:00,12567.0,28.2,62.0,1.59,3.0,0,1
2021/11/3 14:00,9699.0,27.9,63.0,1.09,2.0,0,1
2021/11/3 15:00,5176.0,27.8,64.0,0.67,1.0,0,1
2021/11/3 16:00,1427.0,27.4,64.0,0.18,0.0,0,1
2021/11/3 17:00,30.0,26.3,73.0,0.01,0.0,0,1
2021/11/4 06:00,709.0,23.6,87.0,0.1,0.0,1,0
2021/11/4 07:00,3529.0,24.9,81.0,0.48,0.0,1,0
2021/11/4 08:00,6659.0,26.1,73.0,0.99,2.0,0,1
2021/11/4 09:00,12115.0,27.5,67.0,1.69,3.0,0,1
2021/11/4 10:00,14931.0,28.3,61.0,2.2,5.0,0,0
2021/11/4 11:00,17811.0,29.5,57.0,2.45,6.0,0,0
2021/11/4 12:00,11096.0,29.2,55.0,1.9,5.0,0,0
2021/11/4 13:00,11804.0,29.0,59.0,1.19,3.0,0,1
2021/11/4 14:00,10860.0,29.4,55.0,1.69,2.0,0,1
2021/11/4 15:00,5192.0,28.0,62.0,0.61,1.0,0,1
2021/11/4 16:00,1301.0,27.5,63.0,0.16,0.0,0,1
2021/11/4 17:00,22.0,26.6,73.0,0.01,0.0,0,1
2021/11/5 06:00,394.0,22.1,88.0,0.07,0.0,1,0
2021/11/5 07:00,2975.0,23.9,80.0,0.49,1.0,1,0
2021/11/5 08:00,9667.0,25.7,72.0,1.37,2.0,0,1
2021/11/5 09:00,16236.0,27.6,63.0,2.12,4.0,0,1
2021/11/5 10:00,19022.0,29.1,56.0,2.62,6.0,0,0
2021/11/5 11:00,18792.0,29.9,55.0,2.88,6.0,0,0
2021/11/5 12:00,15396.0,30.0,56.0,2.55,5.0,0,0
2021/11/5 13:00,13686.0,30.2,57.0,2.06,3.0,0,1
2021/11/5 14:00,11278.0,29.6,58.0,1.82,2.0,0,1
2021/11/5 15:00,6485.0,28.9,59.0,0.91,1.0,0,1
2021/11/5 16:00,1290.0,28.4,56.0,0.23,0.0,0,1
2021/11/5 17:00,19.0,27.6,60.0,0.01,0.0,0,1
2021/11/6 06:00,709.0,23.4,84.0,0.08,0.0,1,0
2021/11/6 07:00,6024.0,25.8,71.0,0.78,1.0,0,1
2021/11/6 08:00,12208.0,27.7,66.0,1.58,2.0,0,1
2021/11/6 09:00,16709.0,29.7,57.0,2.23,4.0,0,0
2021/11/6 10:00,19478.0,30.8,52.0,2.66,6.0,0,0
2021/11/6 11:00,20389.0,31.4,47.0,2.54,6.0,0,0
2021/11/6 12:00,16939.0,29.7,63.0,1.75,4.0,0,1
2021/11/6 13:00,17419.0,30.5,57.0,2.28,4.0,0,0
2021/11/6 14:00,13413.0,28.7,62.0,1.74,2.0,0,1
2021/11/6 15:00,7590.0,28.2,65.0,1.07,1.0,0,1
2021/11/6 16:00,2427.0,28.3,62.0,0.37,0.0,0,1
2021/11/6 17:00,58.0,26.8,71.0,0.01,0.0,0,1
2021/11/7 06:00,840.0,22.7,78.0,0.08,0.0,1,0
2021/11/7 07:00,5880.0,24.1,73.0,0.76,1.0,1,0
2021/11/7 08:00,11832.0,26.0,63.0,1.54,2.0,0,1
2021/11/7 09:00,16334.0,28.2,59.0,2.19,4.0,0,1
2021/11/7 10:00,19114.0,29.2,52.0,2.64,6.0,0,0
2021/11/7 11:00,20157.0,31.1,47.0,2.9,7.0,0,0
2021/11/7 12:00,19575.0,31.2,48.0,2.76,6.0,0,0
2021/11/7 13:00,17466.0,31.2,51.0,2.39,5.0,0,0
2021/11/7 14:00,13516.0,29.6,58.0,1.85,3.0,0,1
2021/11/7 15:00,8030.0,28.4,62.0,1.13,1.0,0,1
2021/11/7 16:00,2379.0,27.1,71.0,0.35,0.0,0,1
2021/11/7 17:00,51.0,26.3,75.0,0.01,0.0,1,0
2021/11/8 06:00,23.0,23.3,97.0,0.02,0.0,1,0
2021/11/8 07:00,1398.0,24.1,91.0,0.21,0.0,1,0
2021/11/8 08:00,4158.0,24.6,85.0,0.66,1.0,1,0
2021/11/8 09:00,9329.0,24.4,80.0,1.21,3.0,1,0
2021/11/8 10:00,17204.0,25.9,68.0,2.65,6.0,0,0
2021/11/8 11:00,21535.0,26.3,65.0,2.93,7.0,0,0
2021/11/8 12:00,21284.0,25.8,63.0,2.54,6.0,0,0
2021/11/8 13:00,14609.0,24.2,64.0,1.29,3.0,0,1
2021/11/8 14:00,6017.0,22.8,67.0,0.76,1.0,0,1
2021/11/8 15:00,8460.0,21.8,67.0,1.06,1.0,0,1
2021/11/8 16:00,2461.0,20.8,67.0,0.3,0.0,1,0
2021/11/8 17:00,78.0,20.4,68.0,0.01,0.0,1,0
2021/11/9 06:00,495.0,17.6,66.0,0.1,0.0,1,0
2021/11/9 07:00,2387.0,17.5,66.0,0.31,0.0,1,0
2021/11/9 08:00,6053.0,19.2,60.0,0.86,1.0,0,1
2021/11/9 09:00,17076.0,21.1,58.0,2.0,4.0,0,1
2021/11/9 10:00,19404.0,21.8,54.0,2.71,6.0,0,0
2021/11/9 11:00,21000.0,22.8,54.0,2.78,6.0,0,0
2021/11/9 12:00,21581.0,24.3,51.0,2.74,6.0,0,0
2021/11/9 13:00,11364.0,22.5,51.0,1.44,3.0,0,1
2021/11/9 14:00,7377.0,22.0,52.0,1.14,2.0,0,1
2021/11/9 15:00,6969.0,21.4,55.0,1.09,1.0,0,1
2021/11/9 16:00,1213.0,20.1,58.0,0.15,0.0,0,1
2021/11/9 17:00,6.0,18.9,61.0,0.0,0.0,0,1
2021/11/10 06:00,271.0,17.5,60.0,0.06,0.0,1,0
2021/11/10 07:00,2017.0,18.3,58.0,0.33,0.0,0,1
2021/11/10 08:00,3626.0,18.9,52.0,0.42,1.0,0,1
2021/11/10 09:00,3879.0,19.6,50.0,0.46,1.0,0,1
2021/11/10 10:00,6743.0,20.9,37.0,0.85,2.0,0,1
2021/11/10 11:00,10009.0,21.6,42.0,1.43,4.0,0,1
2021/11/10 12:00,16485.0,22.2,40.0,2.15,5.0,0,1
2021/11/10 13:00,9518.0,21.7,43.0,1.46,3.0,0,1
2021/11/10 14:00,6520.0,22.2,40.0,0.96,2.0,0,1
2021/11/10 15:00,5245.0,21.7,44.0,0.7,1.0,0,1
2021/11/10 16:00,1263.0,21.0,49.0,0.16,0.0,0,1
2021/11/10 17:00,33.0,20.2,52.0,0.0,0.0,0,1
2021/11/11 06:00,906.0,14.8,79.0,0.07,0.0,1,0
2021/11/11 07:00,6141.0,17.6,44.0,0.72,1.0,0,1
2021/11/11 08:00,12311.0,19.7,45.0,1.51,2.0,0,1
2021/11/11 09:00,16738.0,22.2,37.0,2.13,4.0,0,1
2021/11/11 10:00,19604.0,24.0,31.0,2.6,5.0,0,0
2021/11/11 11:00,20662.0,25.7,39.0,2.87,6.0,0,0
2021/11/11 12:00,19925.0,25.7,42.0,2.76,5.0,0,0
2021/11/11 13:00,17907.0,26.0,36.0,2.36,4.0,0,0
2021/11/11 14:00,13921.0,25.6,43.0,1.81,2.0,0,1
2021/11/11 15:00,7674.0,23.8,48.0,0.98,1.0,0,1
2021/11/11 16:00,1915.0,22.6,53.0,0.19,0.0,0,1
2021/11/11 17:00,40.0,21.8,56.0,0.01,0.0,0,1
2021/11/12 06:00,298.0,19.3,66.0,0.04,0.0,1,0
2021/11/12 07:00,526.0,18.7,75.0,0.09,0.0,1,0
2021/11/12 08:00,1961.0,18.7,85.0,0.23,0.0,1,0
2021/11/12 09:00,6970.0,21.4,68.0,0.94,2.0,0,1
2021/11/12 10:00,18643.0,23.0,56.0,2.36,5.0,0,1
2021/11/12 11:00,18424.0,24.5,50.0,1.89,5.0,0,0
2021/11/12 12:00,8881.0,24.1,48.0,1.25,3.0,0,1
2021/11/12 13:00,6552.0,23.5,52.0,0.73,2.0,0,1
2021/11/12 14:00,4861.0,23.2,50.0,0.57,1.0,0,1
2021/11/12 15:00,2275.0,23.3,54.0,0.35,0.0,0,1
2021/11/12 16:00,1882.0,22.3,63.0,0.23,0.0,0,1
2021/11/12 17:00,24.0,21.4,67.0,0.0,0.0,1,0
2021/11/13 06:00,6.0,18.5,92.0,0.01,0.0,1,0
2021/11/13 07:00,353.0,18.9,90.0,0.08,0.0,1,0
2021/11/13 08:00,1868.0,19.1,90.0,0.26,0.0,1,0
2021/11/13 09:00,3976.0,19.9,82.0,0.6,1.0,1,0
2021/11/13 10:00,9222.0,21.3,79.0,1.29,3.0,1,0
2021/11/13 11:00,16813.0,23.2,68.0,1.98,5.0,0,1
2021/11/13 12:00,17156.0,23.4,65.0,2.12,5.0,0,1
2021/11/13 13:00,8713.0,23.1,66.0,1.15,2.0,0,1
2021/11/13 14:00,3829.0,22.9,68.0,0.55,1.0,0,1
2021/11/13 15:00,2850.0,21.7,71.0,0.43,1.0,1,0
2021/11/13 16:00,1348.0,20.9,73.0,0.2,0.0,1,0
2021/11/13 17:00,21.0,19.8,76.0,0.01,0.0,1,0
2021/11/14 06:00,325.0,18.1,81.0,0.06,0.0,1,0
2021/11/14 07:00,5875.0,19.2,75.0,0.69,1.0,1,0
2021/11/14 08:00,12619.0,20.9,69.0,1.53,2.0,1,0
2021/11/14 09:00,17347.0,22.4,63.0,2.17,4.0,0,1
2021/11/14 10:00,20334.0,23.7,58.0,2.63,5.0,0,1
2021/11/14 11:00,21238.0,24.4,56.0,2.88,6.0,0,0
2021/11/14 12:00,20560.0,24.9,52.0,2.77,6.0,0,0
2021/11/14 13:00,17664.0,25.0,52.0,2.38,4.0,0,1
2021/11/14 14:00,13079.0,24.6,53.0,1.76,2.0,0,1
2021/11/14 15:00,7097.0,23.8,56.0,1.04,1.0,0,1
2021/11/14 16:00,2342.0,22.7,60.0,0.33,0.0,0,1
2021/11/14 17:00,30.0,21.6,64.0,0.0,0.0,0,1
2021/11/15 06:00,494.0,18.1,88.0,0.06,0.0,1,0
2021/11/15 07:00,5629.0,20.3,75.0,0.56,0.0,1,0
2021/11/15 08:00,10913.0,22.6,65.0,1.2,2.0,0,1
2021/11/15 09:00,16772.0,25.3,58.0,2.15,3.0,0,1
2021/11/15 10:00,15667.0,26.5,53.0,2.08,4.0,0,1
2021/11/15 11:00,12556.0,27.1,52.0,1.84,4.0,0,1
2021/11/15 12:00,18554.0,27.2,51.0,2.7,5.0,0,0
2021/11/15 13:00,13253.0,27.5,49.0,1.48,3.0,0,1
2021/11/15 14:00,10075.0,27.0,51.0,1.33,2.0,0,1
2021/11/15 15:00,5360.0,26.4,52.0,0.74,1.0,0,1
2021/11/15 16:00,2125.0,25.5,55.0,0.26,0.0,0,1
2021/11/15 17:00,17.0,25.3,58.0,0.0,0.0,0,1
2021/11/16 06:00,622.0,19.2,85.0,0.07,0.0,1,0
2021/11/16 07:00,5316.0,21.6,73.0,0.66,0.0,1,0
2021/11/16 08:00,11488.0,24.0,63.0,1.43,2.0,0,1
2021/11/16 09:00,14304.0,26.2,55.0,1.84,3.0,0,1
2021/11/16 10:00,19047.0,27.1,52.0,2.46,5.0,0,0
2021/11/16 11:00,19913.0,28.3,50.0,2.75,6.0,0,0
2021/11/16 12:00,16814.0,27.3,58.0,1.9,4.0,0,1
2021/11/16 13:00,12795.0,26.8,62.0,1.64,3.0,0,1
2021/11/16 14:00,9584.0,27.0,57.0,1.14,2.0,0,1
2021/11/16 15:00,7371.0,24.9,68.0,0.76,1.0,0,1
2021/11/16 16:00,1139.0,24.1,69.0,0.14,0.0,0,1
2021/11/16 17:00,8.0,23.6,74.0,0.0,0.0,1,0
2021/11/17 06:00,338.0,20.2,88.0,0.05,0.0,1,0
2021/11/17 07:00,4761.0,22.4,80.0,0.63,0.0,1,0
2021/11/17 08:00,9937.0,23.9,75.0,1.32,1.0,1,0
2021/11/17 09:00,15689.0,25.5,66.0,2.05,3.0,0,1
2021/11/17 10:00,18886.0,27.4,59.0,2.39,5.0,0,0
2021/11/17 11:00,22060.0,27.9,55.0,2.15,5.0,0,0
2021/11/17 12:00,18334.0,28.5,56.0,2.58,5.0,0,0
2021/11/17 13:00,12613.0,28.0,53.0,1.65,3.0,0,1
2021/11/17 14:00,6959.0,27.8,60.0,1.12,2.0,0,1
2021/11/17 15:00,4816.0,26.8,62.0,0.79,1.0,0,1
2021/11/17 16:00,1306.0,25.0,72.0,0.18,0.0,0,1
2021/11/17 17:00,13.0,24.0,78.0,0.0,0.0,1,0
2021/11/18 06:00,274.0,20.8,83.0,0.06,0.0,1,0
2021/11/18 07:00,4841.0,21.5,79.0,0.49,0.0,1,0
2021/11/18 08:00,7747.0,22.1,75.0,0.96,1.0,1,0
2021/11/18 09:00,11019.0,23.7,70.0,1.48,3.0,0,1
2021/11/18 10:00,14096.0,24.9,65.0,2.23,5.0,0,1
2021/11/18 11:00,16227.0,26.4,60.0,2.63,6.0,0,0
2021/11/18 12:00,20307.0,24.6,66.0,2.0,5.0,0,1
2021/11/18 13:00,15906.0,24.5,65.0,2.08,4.0,0,1
2021/11/18 14:00,8086.0,23.8,67.0,1.3,2.0,0,1
2021/11/18 15:00,3923.0,22.9,71.0,0.5,1.0,1,0
2021/11/18 16:00,675.0,22.0,78.0,0.07,0.0,1,0
2021/11/18 17:00,0.0,21.5,83.0,0.0,0.0,1,0
2021/11/19 06:00,444.0,21.1,83.0,0.05,0.0,1,0
2021/11/19 07:00,5317.0,22.6,75.0,0.66,0.0,1,0
2021/11/19 08:00,11628.0,24.6,66.0,1.44,2.0,0,1
2021/11/19 09:00,16407.0,26.4,61.0,2.1,3.0,0,1
2021/11/19 10:00,19446.0,26.9,61.0,2.55,5.0,0,0
2021/11/19 11:00,20709.0,27.7,59.0,2.8,6.0,0,0
2021/11/19 12:00,19949.0,28.1,57.0,2.7,5.0,0,0
2021/11/19 13:00,17439.0,27.7,61.0,2.31,4.0,0,1
2021/11/19 14:00,13337.0,27.4,63.0,1.74,2.0,0,1
2021/11/19 15:00,7843.0,26.5,65.0,1.04,1.0,0,1
2021/11/19 16:00,2150.0,25.4,69.0,0.3,0.0,0,1
